"","status","copyright","response.docs.abstract","response.docs.web_url","response.docs.snippet","response.docs.lead_paragraph","response.docs.print_section","response.docs.print_page","response.docs.source","response.docs.pub_date","response.docs.document_type","response.docs.news_desk","response.docs.section_name","response.docs.type_of_material","response.docs._id","response.docs.word_count","response.docs.uri","response.docs.subsection_name","response.docs.headline.main","response.docs.headline.kicker","response.docs.headline.content_kicker","response.docs.headline.print_headline","response.docs.headline.name","response.docs.headline.seo","response.docs.headline.sub","response.docs.byline.original","response.docs.byline.organization","response.meta.hits","response.meta.offset","response.meta.time","response.docs.slideshow_credits"
"77","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","As a doctor who cares for the dying, I know that direct-care aides are invaluable to patients and their families. We need to honor the work they do.","https://www.nytimes.com/2021/08/11/opinion/health-care-aides-elderly.html","As a doctor who cares for the dying, I know that direct-care aides are invaluable to patients and their families. We need to honor the work they do.","While I slept in my home, my mother lay dying on the bathroom floor in her home in another state. She was not alone. Her longtime professional home health aide was by her side, propping her up with a hastily grabbed pillow and holding her hand.","SR","7","The New York Times","2021-08-11T09:00:14+0000","article","OpEd","Opinion","Op-Ed","nyt://article/820649f8-d1f4-5cac-96e7-9a6dafae1c47",1064,"nyt://article/820649f8-d1f4-5cac-96e7-9a6dafae1c47",NA,"What I’ve Learned Over a Lifetime of Caring for the Dying","Guest Essay",NA,"Honor Home Health Workers",NA,NA,NA,"By Lynn Hallarman",NA,2273,70,42,NA
"78","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Your father was gasping for breath. The hospice care providers had not yet trained you in how to respond. So you called 911.","https://www.nytimes.com/2018/10/17/well/live/when-the-hospice-care-system-fails.html","Your father was gasping for breath. The hospice care providers had not yet trained you in how to respond. So you called 911.","Let me start with an apology.",NA,NA,"The New York Times","2018-10-17T09:00:01+0000","article","Well","Well","News","nyt://article/264f09be-feea-5503-bcd6-fa3556b21013",1122,"nyt://article/264f09be-feea-5503-bcd6-fa3556b21013","Live","When the Hospice Care System Fails",NA,NA,NA,NA,NA,NA,"By Daniela J. Lamas, M.D",NA,2273,70,42,NA
"79","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Republicans are right that elder care only loosely counts as infrastructure. But something must be done about it.","https://www.nytimes.com/2021/06/04/opinion/elder-care-congress.html","Republicans are right that elder care only loosely counts as infrastructure. But something must be done about it.","As negotiations grind on between the White House and Senate Republicans, the prospects for a big, bold infrastructure deal look bleak. President Biden’s $2 trillion American Jobs Plan — the first of a two-part package — is being picked apart by Republican lawmakers. They object to its price tag. They object to funding it by rolling back some of the 2017 tax cuts. And they vehemently object to the White House’s redefinition of infrastructure to encompass things like roads, ports, broadband, community colleges, electric-vehicle charging stations and elder care.",NA,NA,"The New York Times","2021-06-04T09:00:15+0000","article","Editorial","Opinion","Op-Ed","nyt://article/3859d038-dda7-52f9-9df7-102a59690d8b",1312,"nyt://article/3859d038-dda7-52f9-9df7-102a59690d8b",NA,"Will Congress Abandon America’s Seniors?","Michelle Cottle",NA,NA,NA,NA,NA,"By Michelle Cottle",NA,2273,70,42,NA
"80","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Long-term care hospitals tend to the sickest of patients, often near the end of their lives. Many will never return home.","https://www.nytimes.com/2019/09/13/health/long-term-hospitals-medicare.html","Long-term care hospitals tend to the sickest of patients, often near the end of their lives. Many will never return home.","The Hospital for Special Care in New Britain, Conn., had 10 patients in its close observation unit on a recent afternoon. Visitors could hear the steady ping of pulse monitors and the hum of ventilators.","D","5","The New York Times","2019-09-13T18:40:21+0000","article","Science","Health","News","nyt://article/f5561040-e16b-5660-b21a-357076b6b1d6",1223,"nyt://article/f5561040-e16b-5660-b21a-357076b6b1d6",NA,"For Older Patients, an ‘Afterworld’ of Hospital Care","the new old age",NA,"For Older Patients, an ‘Afterworld’ of Hospital Care",NA,NA,NA,"By Paula Span",NA,2273,70,42,NA
"81","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Caring for someone with a health issue is never easy, but this guide can help you ease the burden by getting organized, marshaling local resources and finding support.","https://www.nytimes.com/interactive/2020/well/family/well-caregiver-guide.html","Caring for someone with a health issue is never easy, but this guide can help you ease the burden by getting organized, marshaling local resources and finding support.","Caring for someone with a health issue is never easy, but this guide can help you ease the burden by getting organized, marshaling local resources and finding support.",NA,NA,"The New York Times","2020-12-01T12:00:01+0000","multimedia","Well","Well","Interactive Feature","nyt://interactive/e75df42f-7c86-56b1-85bd-b5cf3a8b6160",0,"nyt://interactive/e75df42f-7c86-56b1-85bd-b5cf3a8b6160","Family","How to Be a Caregiver",NA,NA,NA,NA,NA,NA,"By Tara Parker-Pope",NA,2273,80,36,NA
"82","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Readers shared their experiences of helping ailing relatives. For some, it brought crippling financial burdens and depression. Many also found moments of profound joy.","https://www.nytimes.com/2019/09/05/reader-center/taking-care-of-elderly-relatives.html","Readers shared their experiences of helping ailing relatives. For some, it brought crippling financial burdens and depression. Many also found moments of profound joy.","Daughters said they sacrificed careers when their relatives wouldn’t. Others said hiring help sapped finances. And more than a few found treasured final moments with loved ones despite the overwhelming work of caring for them.",NA,NA,"The New York Times","2019-09-05T12:36:48+0000","article","Insider","Reader Center","News","nyt://article/bce8a055-953d-56d5-9abc-14a7275f9859",1693,"nyt://article/bce8a055-953d-56d5-9abc-14a7275f9859",NA,"‘I Put My Own Life on Hold’: The Pain and Joy of Caring for Parents",NA,NA,NA,NA,NA,NA,"By Aidan Gardiner",NA,2273,80,36,NA
"83","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Homes forced to undergo the federal government’s strictest scrutiny often slide back into providing dangerous care.","https://www.nytimes.com/2017/07/05/health/failing-nursing-homes-oversight.html","Homes forced to undergo the federal government’s strictest scrutiny often slide back into providing dangerous care.","In 2012, Parkview Healthcare Center’s history of safety violations led California regulators to issue an ultimatum reserved for the most dangerous nursing homes.","B","1","The New York Times","2017-07-06T01:31:57+0000","article","Business","Health","News","nyt://article/a6870225-9d0a-5e07-a742-d701a4bc7d7d",1175,"nyt://article/a6870225-9d0a-5e07-a742-d701a4bc7d7d",NA,"Poor Patient Care at Many Nursing Homes Despite Stricter Oversight",NA,NA,"Relapses in Nursing Home Care",NA,NA,NA,"By Jordan Rau",NA,2273,80,36,NA
"84","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Mr. McCullough’s movement, which advocates palliative care over invasive regimens for older patients, has been increasingly available in nursing homes.","https://www.nytimes.com/2016/06/09/us/dennis-mccullough-pioneer-of-slow-medicine-in-end-of-life-care-dies-at-72.html","Mr. McCullough’s movement, which advocates palliative care over invasive regimens for older patients, has been increasingly available in nursing homes.","Dr. Dennis McCullough, a pioneer of the “slow medicine” movement, which advocates palliative care over invasive regimens for older patients suffering from the inevitable and irreversible decline of aging, died on Friday in Bar Harbor, Me. He was 72.","B","13","The New York Times","2016-06-08T22:58:56+0000","article","National","U.S.","Obituary (Obit)","nyt://article/42d6a09c-ea74-5b25-9596-6d500cb00486",793,"nyt://article/42d6a09c-ea74-5b25-9596-6d500cb00486",NA,"Dennis McCullough, Pioneer of ‘Slow Medicine’ in End-of-Life Care, Dies at 72",NA,NA,"Dennis McCullough, 72, a Pioneering Doctor Who Counseled the Virtues of a ‘Good Death’",NA,NA,NA,"By Sam Roberts",NA,2273,80,36,NA
"85","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Older Americans without children to lean on have to make arrangements while they are independent and healthy.","https://www.nytimes.com/2018/03/23/business/elder-orphans-care.html","Older Americans without children to lean on have to make arrangements while they are independent and healthy.","Sarah Peveler lacks a support system that many older people count on: their adult children.","BU","5","The New York Times","2018-03-23T17:10:19+0000","article","SundayBusiness","Business Day","News","nyt://article/65122a75-0e34-5d49-a7f6-e2eccbddf85b",1451,"nyt://article/65122a75-0e34-5d49-a7f6-e2eccbddf85b",NA,"Single? No Kids? Don’t Fret: How to Plan Care in Your Later Years","Retiring",NA,"Aging Alone? Here’s How to Plan for the Later Years",NA,NA,NA,"By Susan B. Garland",NA,2273,80,36,NA
"86","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The number of workers at more than 14,000 nursing homes across the nation varies drastically.","https://www.nytimes.com/interactive/2018/07/07/health/nursing-home-map.html","The number of workers at more than 14,000 nursing homes across the nation varies drastically.","The number of workers at more than 14,000 nursing homes across the nation varies drastically.",NA,NA,"The New York Times","2018-07-07T11:59:01+0000","multimedia","Health","Health","Interactive Feature","nyt://interactive/e61d7c75-d433-5da0-900b-72a0f3bcbe2e",0,"nyt://interactive/e61d7c75-d433-5da0-900b-72a0f3bcbe2e",NA,"How Staffing Fluctuates at Nursing Homes Around the United States",NA,NA,NA,NA,NA,NA,"By Jeremy White",NA,2273,80,36,NA
"87","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","My hippie mother did not interfere when I left home as a teen to seek enlightenment. But she has picked the mantle of motherhood back up.","https://www.nytimes.com/2019/05/10/well/family/from-a-free-spirit-to-a-wise-elder.html","My hippie mother did not interfere when I left home as a teen to seek enlightenment. But she has picked the mantle of motherhood back up.","“You seem to think I have relinquished my role as your mother,” my mother wrote to me when I was 15 and living with another family in Staten Island. It was just across the river from where I had been born in Brooklyn, but 2,000 miles away from where my family had settled in the mountains of northern New Mexico.",NA,NA,"The New York Times","2019-05-10T09:00:02+0000","article","Well","Well","News","nyt://article/7737c85b-3b87-52e6-bc97-9c90674ebaf2",999,"nyt://article/7737c85b-3b87-52e6-bc97-9c90674ebaf2","Family","From a Free Spirit to a Wise Elder","Ties",NA,NA,NA,NA,NA,"By Mirabai Starr",NA,2273,80,36,NA
"88","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","In “On Vanishing,” Lynn Casteel Harper argues that society needs a better approach to understand and care for people who are suffering cognitive decline.","https://www.nytimes.com/2020/04/21/books/on-vanishing-lynn-casteel-harper.html","In “On Vanishing,” Lynn Casteel Harper argues that society needs a better approach to understand and care for people who are suffering cognitive decline.","In her 70s, Iris Murdoch began documenting the fraying of her memory in her journals. “Find difficulty in thinking and writing,” she noted. “Be brave.” She would write one more novel, “Jackson’s Dilemma,” before receiving a diagnosis of Alzheimer’s in 1997. Drafts of a letter from that year were later discovered among her papers. “My dear,” she wrote, “I am now going away for some time. I hope you will be well.” A following version was just scrawls.","C","6","The New York Times","2020-04-21T17:36:38+0000","article","Culture","Books","Review","nyt://article/bacd2459-0db2-52c3-9808-be70c6774fb8",1059,"nyt://article/bacd2459-0db2-52c3-9808-be70c6774fb8",NA,"Dementia Patients Aren’t in Their ‘Perfect Mind.’ Then Again, Who Is?",NA,NA,"Better Care for Dementia Patients Begins With New Metaphors",NA,NA,NA,"By Parul Sehgal",NA,2273,80,36,NA
"89","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","As the American population ages, more facilities are being built in places where younger people live, so they can more easily care for their parents.","https://www.nytimes.com/slideshow/2018/05/04/realestate/retirement-communities-look-to-the-future.html","As the American population ages, more facilities are being built in places where younger people live, so they can more easily care for their parents.","As the American population ages, more facilities are being built in places where younger people live, so they can more easily care for their parents.",NA,NA,"The New York Times","2018-05-04T09:00:25+0000","multimedia","Real Estate","Real Estate","Slideshow","nyt://slideshow/3a9b8306-b2db-5549-83f4-8536651f4630",0,"nyt://slideshow/3a9b8306-b2db-5549-83f4-8536651f4630",NA,"Retirement Communities Look to the Future",NA,NA,NA,NA,NA,NA,NA,NA,2273,80,36,"Stefano Ukmar for The New York Times"
