"","status","copyright","response.docs.abstract","response.docs.web_url","response.docs.snippet","response.docs.lead_paragraph","response.docs.source","response.docs.pub_date","response.docs.document_type","response.docs.news_desk","response.docs.section_name","response.docs.subsection_name","response.docs.type_of_material","response.docs._id","response.docs.word_count","response.docs.uri","response.docs.print_section","response.docs.print_page","response.docs.headline.main","response.docs.headline.kicker","response.docs.headline.content_kicker","response.docs.headline.print_headline","response.docs.headline.name","response.docs.headline.seo","response.docs.headline.sub","response.docs.byline.original","response.docs.byline.organization","response.meta.hits","response.meta.offset","response.meta.time"
"96","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","A report from the Annie E. Casey Foundation describes the many ways parental incarceration affects families and communities, and recommends that courts and policymakers consider the needs of children.","https://well.blogs.nytimes.com/2016/04/26/when-parents-are-in-prison-children-suffer/","A report from the Annie E. Casey Foundation describes the many ways parental incarceration affects families and communities, and recommends that courts and policymakers consider the needs of children.","Morgan Gliedman’s 3-year-old daughter keeps a few pictures of her visits with her dad taped to the wall by her bed, and the rest in a little pink suitcase along with his letters.","The New York Times","2016-04-26T14:48:41+0000","article","Science","Health",NA,"News","nyt://article/9d465fec-ec44-519c-bf6d-e65349fc5770",1077,"nyt://article/9d465fec-ec44-519c-bf6d-e65349fc5770",NA,NA,"When Parents Are in Prison, Children Suffer","Well",NA,NA,NA,NA,NA,"By Kj Dell'Antonia",NA,266,90,26
"97","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","A new book calls the increasing prominence of Parkinson’s “a man-made pandemic.”","https://www.nytimes.com/2020/07/20/well/live/parkinsons-disease-toxic-chemicals.html","A new book calls the increasing prominence of Parkinson’s “a man-made pandemic.”","Michael Richard Clifford, a 66-year-old retired astronaut living in Cary, N.C., learned before his third spaceflight that he had Parkinson’s disease. He was only 44 and in excellent health at the time, and had no family history of this disabling neurological disorder.","The New York Times","2020-07-20T09:00:16+0000","article","Well","Well","Live","News","nyt://article/7b015d51-8c93-5f21-bfd6-67df5461d5ae",1092,"nyt://article/7b015d51-8c93-5f21-bfd6-67df5461d5ae","D","7","The Link Between Parkinson’s Disease and Toxic Chemicals","Personal Health",NA,"A Book Links Parkinson’s to Toxic Chemicals",NA,NA,NA,"By Jane E. Brody",NA,266,90,26
"98","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","After Abbott Nutrition issued voluntary recalls of its popular baby formulas, retailers have limited purchases, leaving desperate parents searching for solutions.","https://www.nytimes.com/2022/05/08/business/baby-formula-shortage-retailers.html","After Abbott Nutrition issued voluntary recalls of its popular baby formulas, retailers have limited purchases, leaving desperate parents searching for solutions.","The manufacturer of Ashley Hernandez’s preferred baby formula for her two girls said it was out of stock on its website. Listings on eBay showed it would cost her up to $120 for a single can. So when she found a seller online offering 10 cans for $40 each, she expressed her desperation.","The New York Times","2022-05-08T16:11:14+0000","article","Express","Business Day",NA,"News","nyt://article/6602d830-20fd-5ec0-b24b-c144b68f3c81",735,"nyt://article/6602d830-20fd-5ec0-b24b-c144b68f3c81",NA,NA,"‘Please Help’: A Nationwide Baby Formula Shortage Worsens",NA,NA,NA,NA,NA,NA,"By Eduardo Medina",NA,266,90,26
"99","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","President Biden understands that caregiving is infrastructure, and that all families need it.","https://www.nytimes.com/2021/04/13/opinion/care-economy-infrastructure-biden-child-care-elderly.html","President Biden understands that caregiving is infrastructure, and that all families need it.","The Biden administration’s $2 trillion infrastructure plan is a radical reimagining of what infrastructure means.","The New York Times","2021-04-13T09:00:22+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/5df87391-f758-5151-a8bc-a081a82675b6",836,"nyt://article/5df87391-f758-5151-a8bc-a081a82675b6",NA,NA,"The Economy That Allows You to Get Your Job Done Is Broken",NA,NA,NA,NA,NA,NA,"By Molly Kinder and Martha Ross",NA,266,90,26
"100","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","From the dollar store or the design studio, solutions to make daily tasks easier for the elderly.","https://well.blogs.nytimes.com/2016/08/15/hacks-can-ease-the-trials-of-aging/","From the dollar store or the design studio, solutions to make daily tasks easier for the elderly.","When Barbara Beskind, 92, had trouble reaching foods in the back of her refrigerator, she installed a lazy susan on an inside shelf. The revolving tray makes items much easier to reach. Ms. Beskind, a former occupational therapist in the Army who has age-related macular degeneration, a disease that reduces her central vision, also attached small tactile bumps to the “Answer” button and the “2” and “8” keys on her phone, making it easier for her to respond to and make calls. ","The New York Times","2016-08-15T10:00:05+0000","article","Science","Health",NA,"News","nyt://article/e88f2948-5c36-596b-a1a7-6f3b6bd44669",882,"nyt://article/e88f2948-5c36-596b-a1a7-6f3b6bd44669","D","4","Hacks Can Ease the Trials of Aging","Well",NA,"Agingu2019s Low-Tech Inventions",NA,NA,NA,"By Marie Tae McDermott",NA,266,90,26
"101","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","As more pregnant women arrive from overseas to give birth, critics say visitors are gaming the immigration system and debasing Canadian citizenship.","https://www.nytimes.com/2018/12/31/world/canada/china-birth-tourism.html","As more pregnant women arrive from overseas to give birth, critics say visitors are gaming the immigration system and debasing Canadian citizenship.","RICHMOND, British Columbia — Melody Bai arrived in Vancouver from China in the late stages of pregnancy with one goal: to give birth to a Canadian baby.","The New York Times","2018-12-31T21:01:57+0000","article","Foreign","World","Canada","News","nyt://article/70d146a8-2b7f-5e50-bb92-fd556b6f0169",1314,"nyt://article/70d146a8-2b7f-5e50-bb92-fd556b6f0169","A","4","‘Birth Tourism’ Is Legal in Canada. A Lawmaker Calls It Unscrupulous.",NA,NA,"Canadians Fume as Chinese Stream Into Country to Give Birth",NA,NA,NA,"By Dan Bilefsky",NA,266,100,28
"102","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","With the Jan. 1 rollout of New York State’s paid family leave law, domestic workers can take eight weeks off at 50 percent of their salary.","https://www.nytimes.com/2017/12/27/well/family/new-york-family-leave-nannies-maternity-leave.html","With the Jan. 1 rollout of New York State’s paid family leave law, domestic workers can take eight weeks off at 50 percent of their salary.","Usually, it was said in a whisper. Once, it was in an all-caps email. But nine years ago, when I was about to go back to work after the birth of my first son, everyone seemed to offer the same warning: “Whatever you do, don’t hire a nanny who might get pregnant.”","The New York Times","2017-12-27T11:00:06+0000","article","Well","Well","Family","News","nyt://article/006dc356-97ab-52d0-8ae4-c109dc5b5d1e",1400,"nyt://article/006dc356-97ab-52d0-8ae4-c109dc5b5d1e",NA,NA,"When the Nanny Needs Maternity Leave",NA,NA,NA,NA,NA,NA,"By Lauren Smith Brody",NA,266,100,28
"103","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Making the argument that lies behind the constitutional debate.","https://www.nytimes.com/2021/11/30/opinion/abortion-dobbs-supreme-court.html","Making the argument that lies behind the constitutional debate.","A striking thing about the American abortion debate is how little abortion itself is actually debated. The sensitivity and intimacy of the issue, the mixed feelings of so many Americans, mean that most politicians and even many pundits really don’t like to talk about it.","The New York Times","2021-11-30T10:00:15+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/0bb43e5b-5c9e-5589-a5c2-da674ed6364d",2344,"nyt://article/0bb43e5b-5c9e-5589-a5c2-da674ed6364d","A","27","The Case Against Abortion","Ross Douthat",NA,"The Case Against Abortion",NA,NA,NA,"By Ross Douthat",NA,266,100,28
"104","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Devices that monitor vital signs and remind people to take medicine can help older people stay in their homes longer and more cheaply.","https://www.nytimes.com/2015/07/25/your-money/technology-while-not-a-fountain-of-youth-can-make-aging-safer.html","Devices that monitor vital signs and remind people to take medicine can help older people stay in their homes longer and more cheaply.","JEAN DICKOW, 78, never wanted the latest whiz-bang technology. But her gadget-friendly daughter, who lives in Norway, was worried that Ms. Dickow would fall in her apartment and no one would know.","The New York Times","2015-07-24T14:16:01+0000","article","Business","Your Money",NA,"News","nyt://article/dec3b90b-6d20-5d7b-8df0-56989b3365c3",1254,"nyt://article/dec3b90b-6d20-5d7b-8df0-56989b3365c3","B","4","Technology, While Not a Fountain of Youth, Can Make Aging Safer","Retiring",NA,"Aging Gracefully, or at Least More Safely, With Tech Help ",NA,NA,NA,"By Constance Gustke",NA,266,100,28
"105","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","My husband and I looked at it as an investment in our family’s future, but most parents don’t have that luxury.","https://www.nytimes.com/2020/02/14/parenting/childcare-costs.html","My husband and I looked at it as an investment in our family’s future, but most parents don’t have that luxury.","This piece is part of “The Price of Modern Parenting.” Read about the sandwich generation, caring for aging relatives and out-of-pocket expenses for preterm births.","The New York Times","2020-02-14T10:00:26+0000","article","Parenting","Parenting",NA,"News","nyt://article/b5072758-88de-582a-815c-71ded957b9f5",1327,"nyt://article/b5072758-88de-582a-815c-71ded957b9f5",NA,NA,"Why I Paid $50,000 for a Year of Child Care",NA,NA,NA,NA,NA,NA,"By Lindsay Powers",NA,266,100,28
"106","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","We should resist the temptation to shield children from the realities of the pandemic.","https://www.nytimes.com/2021/10/10/opinion/covid-trauma-kids.html","We should resist the temptation to shield children from the realities of the pandemic.","Last year, my sister was asked to write an article on how to make holidays fun for children in the middle of the pandemic. On a walk, we brainstormed about ways to celebrate without group gatherings. We wanted a respite for kids after a dark, hard year.","The New York Times","2021-10-10T15:00:07+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/80e37a69-8b32-5797-bbfc-77793271d428",1184,"nyt://article/80e37a69-8b32-5797-bbfc-77793271d428",NA,NA,"How to Help Prepare Kids for Suffering","Tish Harrison Warren",NA,NA,NA,NA,NA,"By Tish Harrison Warren",NA,266,100,28
"107","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Adakveo and Oxbryta could be revolutionary treatments, but each costs about $100,000 per year and must be taken for life.","https://www.nytimes.com/2019/12/07/health/sickle-cell-adakveo-oxbryta.html","Adakveo and Oxbryta could be revolutionary treatments, but each costs about $100,000 per year and must be taken for life.","The Food and Drug Administration recently approved two transformative new treatments for sickle-cell disease, the first in 20 years. But the drugs are wildly expensive, renewing troubling questions about access to cutting-edge medicines. ","The New York Times","2019-12-07T18:04:16+0000","article","Science","Health",NA,"News","nyt://article/8af44caf-bf74-5427-b93e-87bc972311e1",1103,"nyt://article/8af44caf-bf74-5427-b93e-87bc972311e1",NA,NA,"Two New Drugs Help Relieve Sickle-Cell Disease. But Who Will Pay?",NA,NA,NA,NA,NA,NA,"By Gina Kolata",NA,266,100,28
"108","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","As the Trump administration clamps down on immigration, asylum seekers are discovering that Canada is not quite the “Promised Land” some had hoped for.","https://www.nytimes.com/2018/01/13/world/canada/quebec-immigrants-haitians.html","As the Trump administration clamps down on immigration, asylum seekers are discovering that Canada is not quite the “Promised Land” some had hoped for.","MONTREAL — After fleeing to Montreal from Long Island, Marlise Beauville felt, she said, as if she had reached the Promised Land.","The New York Times","2018-01-13T16:03:01+0000","article","Foreign","World","Canada","News","nyt://article/83510fcf-e742-5a96-b3c1-334c3b1d8e6e",1470,"nyt://article/83510fcf-e742-5a96-b3c1-334c3b1d8e6e","A","8","Migrants Fleeing to Canada Learn Even a Liberal Nation Has Limits",NA,NA,"Migrants Fleeing to Canada Learn Even a Liberal Nation Has Limits",NA,NA,NA,"By Dan Bilefsky",NA,266,100,28
