"abstract","snippet","lead_paragraph","source","pub_date","document_type","section_name","type_of_material","_id","subsection_name","headline.main","headline.kicker","headline.content_kicker","headline.print_headline","headline.name","headline.seo","headline.sub","slideshow_credits"
"Health care workers are crucial to our society, yet we reward them with low wages and dangerous conditions.","Health care workers are crucial to our society, yet we reward them with low wages and dangerous conditions.","In Congress and the White House, policymakers are developing a bill that is expected to pour trillions into updating American transit, energy and utility systems. Repairs are certainly necessary, and it’s impossible to overstate the urgency of such a program in terms of the transition to a more sustainable economy.","The New York Times","2021-03-17T09:00:14+0000","article","Opinion","Op-Ed","nyt://article/5212d32e-1f68-5e8e-83fe-7d7c75963992",NA,"Manufacturing Isn’t Coming Back. Let’s Improve These Jobs Instead.",NA,NA,"Improve Our Vital Health Care Jobs",NA,NA,NA,NA
"I found I was not alone with the guilty secret of having wished my aged mother dead.","I found I was not alone with the guilty secret of having wished my aged mother dead.","TOKYO — It was the mad, busy time just before New Year’s, the most auspicious holiday of the year, when the hospital called to tell me that my mother had just been brought in by ambulance. She had slipped on the sidewalk and broken her shoulder and hip.","International New York Times","2014-05-09T11:06:33+0000","article","Opinion","Op-Ed","nyt://article/c8deb974-a785-52fe-9f63-81a84e41d465",NA,"Please, Mother, Enough","Op-Ed Contributor",NA,"Please, Mother, Enough",NA,NA,NA,NA
"Those who criticize Obamacare as discriminatory against young men have turned a blind eye to how health insurance premiums are traditionally established, an economist writes.","Those who criticize Obamacare as discriminatory against young men have turned a blind eye to how health insurance premiums are traditionally established, an economist writes.","Uwe E. Reinhardt is an economics professor at Princeton. He has some financial interests in the health care field.","The New York Times","2014-01-17T05:01:20+0000","article","Business Day","News","nyt://article/129c458f-d051-58be-aa92-74236326f11f","Economy","The Real Health Care ‘War’ on the Young","Economix",NA,NA,NA,NA,NA,NA
"Many adults under 40 surveyed by researchers expressed distrust of the vaccines, fear of side effects or skepticism about the need for the shots.","Many adults under 40 surveyed by researchers expressed distrust of the vaccines, fear of side effects or skepticism about the need for the shots.","Younger Americans are less likely to be vaccinated than their elders, and factors like income and education may affect vaccine hesitancy, according to two new studies by the Centers for Disease Control and Prevention.","The New York Times","2021-06-21T20:29:07+0000","article","Health","News","nyt://article/5784d11e-2c18-57d7-9297-d17824282c06",NA,"Younger adults are less likely to get vaccinated than their elders, new C.D.C. studies say.",NA,NA,NA,NA,NA,NA,NA
"People with chronic back, neck or joint pain commonly seek acupuncture and chiropractic care for relief, but many don’t tell their doctors about it, a new study reports.","People with chronic back, neck or joint pain commonly seek acupuncture and chiropractic care for relief, but many don’t tell their doctors about it, a new study reports.","People with chronic back, neck or joint pain commonly seek acupuncture and chiropractic care for relief, but many don’t tell their doctors about it, a new study reports.","The New York Times","2015-07-23T09:30:59+0000","article","Health","News","nyt://article/036acc88-4b1b-5c9a-9eb4-3dbd169edb74",NA,"Not Telling Your Doctor You Use Acupuncture and Chiropractic","Well",NA,"Patterns: Pain Care Hidden From Doctors",NA,NA,NA,NA
"A bipartisan effort to tax Washington workers and offer a year of nursing home or other coverage is mired in questions over caregiver qualifications.","A bipartisan effort to tax Washington workers and offer a year of nursing home or other coverage is mired in questions over caregiver qualifications.","OLYMPIA, Wash. — For a few weeks this year, the rarest of things seemed like it was about to occur. A state, in this case Washington, was working to pass a bill that would institute a new payroll tax to help cover the cost of a much-needed service: long-term care in a nursing home, in a personal residence or elsewhere in the local community.","The New York Times","2018-03-09T19:22:07+0000","article","Your Money","News","nyt://article/1c94b520-e8a2-54a6-983f-8fb336a3d717",NA,"One State’s Quest to Introduce Long-Term Care Benefits","Your Money",NA,"One State’s Quest to Offer  Long-Term Care Benefits",NA,NA,NA,NA
"Debra Drelich, a specialist in geriatric care, will answer questions about assisted living and other special living arrangements for aging relatives.","Debra Drelich, a specialist in geriatric care, will answer questions about assisted living and other special living arrangements for aging relatives.","This week’s Ask an Expert features Debra Drelich, a specialist in geriatric care who will answer questions about assisted living and other special living arrangements for aging relatives. [Update: Part 1 of her answers is here. Part 2 is here. Part 3 is here. This feature is now closed to new questions.]","The New York Times","2013-10-09T12:00:07+0000","article","Booming","News","nyt://article/332003b3-5916-56b1-8bd6-962b1836c9d6",NA,"Taking Questions About When It’s Time for Assisted Living",NA,NA,NA,NA,NA,NA,NA
"These upscale communities offer a continuum of care from independent living to failing health, allowing people to age in one place.","These upscale communities offer a continuum of care from independent living to failing health, allowing people to age in one place.","The restaurant at Fountaingrove Lodge has a sweeping view of California’s Sonoma County, a panorama one might expect at a five-star resort. The grounds include an impressive wine cellar, spa, bank, fitness center, movie theater and a large outdoor swimming pool.","The New York Times","2018-12-04T16:45:05+0000","article","Business Day","News","nyt://article/16f5a80f-14ab-5e62-8235-24e9531b8c34","Retirement","Boomers Create a Surge in Luxury Care Communities",NA,NA,"Retirement Enclaves With 5-Star Amenities",NA,NA,NA,NA
"A Place for Mom, a company that helps with placement in assisted living centers, now offers an online guide to the information each state provides.","A Place for Mom, a company that helps with placement in assisted living centers, now offers an online guide to the information each state provides.","FINDING the right assisted living option for a family member can be a daunting task, and it’s not always easy to find data about the quality of various facilities.","The New York Times","2014-05-15T23:42:14+0000","article","Your Money","News","nyt://article/7c04f5ba-ecd6-5a4b-ae7d-f0415b642180",NA,"Searching for Quality in Assisted Living Care","Your Money Adviser",NA,"Searching for Quality in Assisted Living Care",NA,NA,NA,NA
"The burdens of elder care can be particularly difficult when they come years before expected, in what researchers call “off-time events.”","The burdens of elder care can be particularly difficult when they come years before expected, in what researchers call “off-time events.”","It was August, and Gina Rinehart was preparing for another school year as a special-education teacher in Hemet, Calif., when she got the call: Her father, Floyd Hall, was facing surgery to remove a tumor in his lung.","The New York Times","2017-03-10T14:17:00+0000","article","Health","News","nyt://article/17e6e2f5-c6be-55b6-ba72-3985a90a968f",NA,"Pressed Into Caregiving Sooner Than Expected"," The New Old Age",NA,"Pressed Into Caregiving Too Soon",NA,NA,NA,NA
"Insights from Dr. Rachael Bedard, a jail-based geriatrician.","Insights from Dr. Rachael Bedard, a jail-based geriatrician.","Five years ago, Dr. Rachael Bedard was finishing a fellowship in geriatrics and palliative care at a hospital in Manhattan when she began to wonder if there were elderly detainees in need of care just across the East River, at Rikers Island.","The New York Times","2021-11-12T10:00:23+0000","article","New York","News","nyt://article/d99afb47-dd04-5fca-8e95-09585912f20b",NA,"On Rikers Island, a Doctor Who Tends to the Oldest and Sickest",NA,NA,"She Cares for the Oldest and Sickest at Rikers Island",NA,NA,NA,NA
"If medical rationing becomes necessary, some older adults are prepared to step aside. But many have the opposite concern: that they will be arbitrarily sent to the rear of the line.","If medical rationing becomes necessary, some older adults are prepared to step aside. But many have the opposite concern: that they will be arbitrarily sent to the rear of the line.","In April, as the coronavirus was rampaging through the Northeast, Larry Churchill considered what he would do if the pandemic caused medical shortages. Should he, a 75-year-old, direct care to younger people before him if he got sick?","The New York Times","2020-07-31T20:32:48+0000","article","Health","News","nyt://article/96c2265f-5630-580b-90db-280ca5120daa",NA,"Should Youth Come First in Coronavirus Care?","The New Old Age",NA,"Should Youth Come First in Coronavirus Care?",NA,NA,NA,NA
